Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
7/11/2020,ID-MA,Maluku,6,0,30,-24,864,17,539,308,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,3.25,467.76,0.00,9.20,1.97%,62.38%,0.46,1.00
7/11/2020,ID-MU,Maluku Utara,23,0,0,23,1152,33,131,988,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,17.59,880.87,0.00,25.23,2.86%,11.37%,0.96,1.00
7/11/2020,ID-NB,Nusa Tenggara Barat,39,0,14,25,1518,74,967,477,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,7.40,288.03,0.00,14.04,4.87%,63.70%,1.08,0.00
7/11/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,121,1,91,29,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,22.36,0.00,0.18,0.83%,75.21%,1.00,1.00
7/11/2020,ID-PA,Papua,28,0,19,9,2170,20,1083,1067,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,6.45,499.96,0.00,4.61,0.92%,49.91%,0.33,1.00
7/11/2020,ID-PB,Papua Barat,6,0,1,5,282,4,189,89,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,5.26,247.22,0.00,3.51,1.42%,67.02%,1.50,1.00
7/11/2020,ID-RI,Riau,1,0,0,1,241,12,219,10,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.16,39.68,0.00,1.98,4.98%,90.87%,,1.00
7/11/2020,ID-SR,Sulawesi Barat,3,0,1,2,138,3,92,43,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,1.92,88.46,0.00,1.92,2.17%,66.67%,0.60,0.00
7/11/2020,ID-SN,Sulawesi Selatan,181,7,174,0,6753,209,2639,3905,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,19.20,716.36,0.74,22.17,3.09%,39.08%,1.39,
7/11/2020,ID-ST,Sulawesi Tengah,0,0,1,-1,193,6,175,12,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,65.30,0.00,2.03,3.11%,90.67%,1.00,1.00
7/11/2020,ID-SG,Sulawesi Tenggara,2,0,18,-16,509,9,330,170,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.76,193.14,0.00,3.41,1.77%,64.83%,0.29,1.00
7/11/2020,ID-SA,Sulawesi Utara,75,0,5,70,1633,109,365,1159,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,28.39,618.12,0.00,41.26,6.67%,22.35%,0.58,0.00
7/11/2020,ID-SB,Sumatera Barat,3,0,5,-2,794,32,679,83,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.54,143.86,0.00,5.80,4.03%,85.52%,0.50,1.00
7/11/2020,ID-SS,Sumatera Selatan,36,3,4,29,2604,124,1243,1237,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,4.38,316.88,0.37,15.09,4.76%,47.73%,0.39,1.50
7/11/2020,ID-SU,Sumatera Utara,88,4,16,68,2280,119,545,1616,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.92,153.28,0.27,8.00,5.22%,23.90%,0.81,4.00
7/12/2020,ID-AC,Aceh,7,0,0,7,106,4,66,36,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,1.33,20.20,0.00,0.76,3.77%,62.26%,0.78,0.00
7/12/2020,ID-BA,Bali,45,0,58,-13,2182,27,1413,742,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,10.67,517.53,0.00,6.40,1.24%,64.76%,1.29,0.00
7/12/2020,ID-BT,Banten,13,0,50,-37,1603,81,1092,430,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.21,149.50,0.00,7.55,5.05%,68.12%,1.86,1.00
7/12/2020,ID-BE,Bengkulu,1,0,0,1,163,16,102,45,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.50,81.52,0.00,8.00,9.82%,62.58%,0.25,1.00
7/12/2020,ID-JK,DKI Jakarta,389,10,159,220,14315,688,9113,4514,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,35.87,1319.82,0.92,63.43,4.81%,63.66%,1.02,1.00
7/12/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,3,-2,371,10,297,64,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,102.18,0.00,2.75,2.70%,80.05%,0.14,1.00
7/12/2020,ID-GO,Gorontalo,14,0,2,12,359,17,232,110,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,11.86,304.07,0.00,14.40,4.74%,64.62%,0.48,1.00
7/12/2020,IDN,Indonesia,1681,71,919,691,75699,3606,35638,36455,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.34,285.46,0.27,13.60,4.76%,47.08%,1.01,1.08
7/12/2020,ID-JA,Jambi,0,0,9,-9,122,1,94,27,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,34.92,0.00,0.29,0.82%,77.05%,1.00,1.00
7/12/2020,ID-JB,Jawa Barat,44,0,9,35,5137,195,2099,2843,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.97,113.75,0.00,4.32,3.80%,40.86%,0.60,0.00
7/12/2020,ID-JT,Jawa Tengah,71,9,9,53,5476,286,2018,3172,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,1.95,150.59,0.25,7.86,5.22%,36.85%,0.71,4.50
7/12/2020,ID-JI,Jawa Timur,523,20,206,297,16492,1208,6341,8943,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,12.92,407.42,0.49,29.84,7.32%,38.45%,1.27,0.56
7/12/2020,ID-KB,Kalimantan Barat,3,0,0,3,350,4,327,19,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.55,64.54,0.00,0.74,1.14%,93.43%,,1.00
7/12/2020,ID-KS,Kalimantan Selatan,77,5,107,-35,4145,221,1385,2539,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,19.14,1030.31,1.24,54.93,5.33%,33.41%,0.97,1.00
7/12/2020,ID-KT,Kalimantan Tengah,39,5,12,22,1196,71,554,571,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,15.17,465.32,1.95,27.62,5.94%,46.32%,1.50,5.00
7/12/2020,ID-KI,Kalimantan Timur,17,4,3,10,690,17,495,178,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,4.79,194.25,1.13,4.79,2.46%,71.74%,0.55,
7/12/2020,ID-KU,Kalimantan Utara,0,0,0,0,214,2,188,24,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,330.04,0.00,3.08,0.93%,87.85%,1.00,1.00
7/12/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,172,2,142,28,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,124.66,0.00,1.45,1.16%,82.56%,0.00,1.00
7/12/2020,ID-KR,Kepulauan Riau,5,0,1,4,332,17,294,21,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,2.59,172.07,0.00,8.81,5.12%,88.55%,0.83,1.00
7/12/2020,ID-LA,Lampung,3,0,3,0,208,12,188,8,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.33,22.87,0.00,1.32,5.77%,90.38%,,1.00
7/12/2020,ID-MA,Maluku,10,0,25,-15,874,17,564,293,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,5.41,473.17,0.00,9.20,1.95%,64.53%,1.67,1.00
7/12/2020,ID-MU,Maluku Utara,8,4,1,3,1160,37,132,991,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,6.12,886.98,3.06,28.29,3.19%,11.38%,0.35,
7/12/2020,ID-NB,Nusa Tenggara Barat,30,3,13,14,1548,77,980,491,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,5.69,293.72,0.57,14.61,4.97%,63.31%,0.77,
7/12/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,121,1,91,29,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,22.36,0.00,0.18,0.83%,75.21%,1.00,1.00
7/12/2020,ID-PA,Papua,67,2,7,58,2237,22,1090,1125,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,15.44,515.40,0.46,5.07,0.98%,48.73%,2.39,
7/12/2020,ID-PB,Papua Barat,4,0,5,-1,286,4,194,88,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,3.51,250.72,0.00,3.51,1.40%,67.83%,0.67,1.00
7/12/2020,ID-RI,Riau,1,0,1,0,242,12,220,10,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.16,39.84,0.00,1.98,4.96%,90.91%,1.00,1.00
7/12/2020,ID-SR,Sulawesi Barat,4,0,3,1,142,3,95,44,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,2.56,91.03,0.00,1.92,2.11%,66.90%,1.33,1.00
7/12/2020,ID-SN,Sulawesi Selatan,168,7,107,54,6921,216,2746,3959,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,17.82,734.18,0.74,22.91,3.12%,39.68%,0.93,1.00
7/12/2020,ID-ST,Sulawesi Tengah,0,0,1,-1,193,6,176,11,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,65.30,0.00,2.03,3.11%,91.19%,1.00,1.00
7/12/2020,ID-SG,Sulawesi Tenggara,2,0,5,-3,511,9,335,167,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.76,193.89,0.00,3.41,1.76%,65.56%,1.00,1.00
7/12/2020,ID-SA,Sulawesi Utara,27,0,1,26,1660,109,366,1185,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,10.22,628.34,0.00,41.26,6.57%,22.05%,0.36,1.00
7/12/2020,ID-SB,Sumatera Barat,6,0,5,1,800,32,684,84,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,1.09,144.95,0.00,5.80,4.00%,85.50%,2.00,1.00
7/12/2020,ID-SS,Sumatera Selatan,49,1,34,14,2653,125,1277,1251,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,5.96,322.85,0.12,15.21,4.71%,48.13%,1.36,0.33
7/12/2020,ID-SU,Sumatera Utara,39,4,22,13,2319,123,567,1629,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,2.62,155.90,0.27,8.27,5.30%,24.45%,0.44,1.00
7/13/2020,ID-AC,Aceh,0,1,0,-1,106,5,66,35,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,20.20,0.19,0.95,4.72%,62.26%,0.00,
7/13/2020,ID-BA,Bali,63,0,97,-34,2245,27,1510,708,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,14.94,532.47,0.00,6.40,1.20%,67.26%,1.40,1.00
7/13/2020,ID-BT,Banten,11,0,5,6,1614,81,1097,436,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.03,150.53,0.00,7.55,5.02%,67.97%,0.85,1.00
7/13/2020,ID-BE,Bengkulu,0,0,1,-1,163,16,103,44,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,81.52,0.00,8.00,9.82%,63.19%,0.00,1.00
7/13/2020,ID-JK,DKI Jakarta,281,7,208,66,14596,695,9321,4580,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,25.91,1345.73,0.65,64.08,4.76%,63.86%,0.72,0.70
7/13/2020,ID-YO,Daerah Istimewa Yogyakarta,8,0,8,0,379,10,305,64,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,2.20,104.38,0.00,2.75,2.64%,80.47%,8.00,1.00
7/13/2020,ID-GO,Gorontalo,4,3,5,-4,363,20,237,106,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,3.39,307.46,2.54,16.94,5.51%,65.29%,0.29,
7/13/2020,IDN,Indonesia,1282,50,1051,181,76981,3656,36689,36636,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.83,290.29,0.19,13.79,4.75%,47.66%,0.76,0.70
7/13/2020,ID-JA,Jambi,0,1,0,-1,122,2,94,26,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,34.92,0.29,0.57,1.64%,77.05%,1.00,
7/13/2020,ID-JB,Jawa Barat,87,0,19,68,5224,195,2118,2911,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.93,115.67,0.00,4.32,3.73%,40.54%,1.98,1.00
7/13/2020,ID-JT,Jawa Tengah,100,5,15,80,5576,291,2033,3252,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,2.75,153.34,0.14,8.00,5.22%,36.46%,1.41,0.56
7/13/2020,ID-JI,Jawa Timur,235,18,277,-60,16727,1226,6618,8883,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,5.81,413.23,0.44,30.29,7.33%,39.56%,0.45,0.90
7/13/2020,ID-KB,Kalimantan Barat,5,0,1,4,355,4,328,23,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.92,65.46,0.00,0.74,1.13%,92.39%,1.67,1.00
7/13/2020,ID-KS,Kalimantan Selatan,73,3,24,46,4218,224,1409,2585,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,18.15,1048.46,0.75,55.68,5.31%,33.40%,0.95,0.60
7/13/2020,ID-KT,Kalimantan Tengah,26,0,3,23,1222,71,557,594,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,10.12,475.43,0.00,27.62,5.81%,45.58%,0.67,0.00
7/13/2020,ID-KI,Kalimantan Timur,5,1,10,-6,695,18,505,172,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.41,195.65,0.28,5.07,2.59%,72.66%,0.29,0.25
7/13/2020,ID-KU,Kalimantan Utara,1,0,0,1,215,2,188,25,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,1.54,331.58,0.00,3.08,0.93%,87.44%,,1.00
7/13/2020,ID-BB,Kepulauan Bangka Belitung,0,0,3,-3,172,2,145,25,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,124.66,0.00,1.45,1.16%,84.30%,1.00,1.00
7/13/2020,ID-KR,Kepulauan Riau,0,0,1,-1,332,17,295,20,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,172.07,0.00,8.81,5.12%,88.86%,0.00,1.00
7/13/2020,ID-LA,Lampung,1,0,1,0,209,12,189,8,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.11,22.98,0.00,1.32,5.74%,90.43%,0.33,1.00
7/13/2020,ID-MA,Maluku,26,0,4,22,900,17,568,315,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,14.08,487.25,0.00,9.20,1.89%,63.11%,2.60,1.00
7/13/2020,ID-MU,Maluku Utara,13,1,4,8,1173,38,136,999,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,9.94,896.92,0.76,29.06,3.24%,11.59%,1.63,0.25
7/13/2020,ID-NB,Nusa Tenggara Barat,23,4,22,-3,1571,81,1002,488,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,4.36,298.09,0.76,15.37,5.16%,63.78%,0.77,1.33
7/13/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,121,1,91,29,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,22.36,0.00,0.18,0.83%,75.21%,1.00,1.00
7/13/2020,ID-PA,Papua,101,0,9,92,2338,22,1099,1217,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,23.27,538.67,0.00,5.07,0.94%,47.01%,1.51,0.00
7/13/2020,ID-PB,Papua Barat,0,0,3,-3,286,4,197,85,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,250.72,0.00,3.51,1.40%,68.88%,0.00,1.00
7/13/2020,ID-RI,Riau,3,0,3,0,245,12,223,10,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.49,40.34,0.00,1.98,4.90%,91.02%,3.00,1.00
7/13/2020,ID-SR,Sulawesi Barat,1,0,0,1,143,3,95,45,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,91.67,0.00,1.92,2.10%,66.43%,0.25,1.00
7/13/2020,ID-SN,Sulawesi Selatan,125,3,254,-132,7046,219,3000,3827,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,13.26,747.44,0.32,23.23,3.11%,42.58%,0.74,0.43
7/13/2020,ID-ST,Sulawesi Tengah,0,0,0,0,193,6,176,11,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,65.30,0.00,2.03,3.11%,91.19%,1.00,1.00
7/13/2020,ID-SG,Sulawesi Tenggara,7,0,1,6,518,9,336,173,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,2.66,196.55,0.00,3.41,1.74%,64.86%,3.50,1.00
7/13/2020,ID-SA,Sulawesi Utara,20,1,8,11,1680,110,374,1196,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,7.57,635.91,0.38,41.64,6.55%,22.26%,0.74,
7/13/2020,ID-SB,Sumatera Barat,0,0,0,0,800,32,684,84,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,144.95,0.00,5.80,4.00%,85.50%,0.00,1.00
7/13/2020,ID-SS,Sumatera Selatan,50,4,30,16,2703,129,1307,1267,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,6.08,328.93,0.49,15.70,4.77%,48.35%,1.02,4.00
7/13/2020,ID-SU,Sumatera Utara,46,2,13,31,2365,125,580,1660,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,3.09,158.99,0.13,8.40,5.29%,24.52%,1.18,0.50
7/14/2020,ID-AC,Aceh,4,0,1,3,110,5,67,38,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.76,20.96,0.00,0.95,4.55%,60.91%,,0.00
7/14/2020,ID-BA,Bali,101,0,64,37,2346,27,1574,745,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,23.96,556.43,0.00,6.40,1.15%,67.09%,1.60,1.00
7/14/2020,ID-BT,Banten,9,0,13,-4,1623,81,1110,432,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.84,151.37,0.00,7.55,4.99%,68.39%,0.82,1.00
7/14/2020,ID-BE,Bengkulu,5,0,1,4,168,16,104,48,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,2.50,84.02,0.00,8.00,9.52%,61.90%,,1.00
7/14/2020,ID-JK,DKI Jakarta,266,4,120,142,14862,699,9441,4722,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,24.52,1370.26,0.37,64.45,4.70%,63.52%,0.95,0.57
7/14/2020,ID-YO,Daerah Istimewa Yogyakarta,8,1,5,2,387,11,310,66,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,2.20,106.58,0.28,3.03,2.84%,80.10%,1.00,
7/14/2020,ID-GO,Gorontalo,22,0,7,15,385,20,244,121,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,18.63,326.09,0.00,16.94,5.19%,63.38%,5.50,0.00
7/14/2020,IDN,Indonesia,1591,54,947,590,78572,3710,37636,37226,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.00,296.29,0.20,13.99,4.72%,47.90%,1.24,1.08
7/14/2020,ID-JA,Jambi,2,0,0,2,124,2,94,28,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.57,35.50,0.00,0.57,1.61%,75.81%,,0.00
